id,name,japanese_name,classfication,generation,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities,height_m,weight_kg,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,percentage_male,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,image_url,pokedex_number
0386,Deoxys,Deoxysãƒ‡ã‚ªã‚­ã‚·ã‚¹,DNA PokÃ©mon,3,psychic,,50,95,90,95,90,180,['Pressure'],1.7,60.8,30720,0,600,3,1250000,,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png,386
0387,Turtwig,NaetleãƒŠã‚¨ãƒˆãƒ«,Tiny Leaf PokÃ©mon,4,grass,,55,68,64,45,55,31,"['Overgrow', 'Shell Armor']",0.4,10.2,5120,70,318,45,1059860,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png,387
0388,Grotle,Hayashigameãƒãƒ¤ã‚·ã‚¬ãƒ¡,Grove PokÃ©mon,4,grass,,75,89,85,55,65,36,"['Overgrow', 'Shell Armor']",1.1,97,5120,70,405,45,1059860,88.1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png,388
0389,Torterra,Dodaitoseãƒ‰ãƒ€ã‚¤ãƒˆã‚¹,Continent PokÃ©mon,4,grass,ground,95,109,105,75,85,56,"['Overgrow', 'Shell Armor']",2.2,310,5120,70,525,45,1059860,88.1,0,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png,389
0390,Chimchar,Hikozaruãƒ’ã‚³ã‚¶ãƒ«,Chimp PokÃ©mon,4,fire,,44,58,44,58,44,61,"['Blaze', 'Iron Fist']",0.5,6.2,5120,70,309,45,1059860,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png,390
0391,Monferno,Moukazaruãƒ¢ã‚¦ã‚«ã‚¶ãƒ«,Playful PokÃ©mon,4,fire,fighting,64,78,52,78,52,81,"['Blaze', 'Iron Fist']",0.9,22,5120,70,405,45,1059860,88.1,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png,391
0392,Infernape,Goukazaruã‚´ã‚¦ã‚«ã‚¶ãƒ«,Flame PokÃ©mon,4,fire,fighting,76,104,71,104,71,108,"['Blaze', 'Iron Fist']",1.2,55,5120,70,534,45,1059860,88.1,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png,392
0393,Piplup,Pochamaãƒãƒƒãƒãƒ£ãƒž,Penguin PokÃ©mon,4,water,,53,51,53,61,56,40,"['Torrent', 'Defiant']",0.4,5.2,5120,70,314,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png,393
0394,Prinplup,Pottaishiãƒãƒƒã‚¿ã‚¤ã‚·,Penguin PokÃ©mon,4,water,,64,66,68,81,76,50,"['Torrent', 'Defiant']",0.8,23,5120,70,405,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png,394
0395,Empoleon,Emperteã‚¨ãƒ³ãƒšãƒ«ãƒˆ,Emperor PokÃ©mon,4,water,steel,84,86,88,111,101,60,"['Torrent', 'Defiant']",1.7,84.5,5120,70,530,45,1059860,88.1,0,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png,395
0396,Starly,Mukkuruãƒ ãƒƒã‚¯ãƒ«,Starling PokÃ©mon,4,normal,flying,40,55,30,30,30,60,"['Keen Eye', 'Reckless']",0.3,2,3840,70,245,255,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png,396
0397,Staravia,Mukubirdãƒ ã‚¯ãƒãƒ¼ãƒ‰,Starling PokÃ©mon,4,normal,flying,55,75,50,40,40,80,"['Intimidate', 'Reckless']",0.6,15.5,3840,70,340,120,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png,397
0398,Staraptor,Mukuhawkãƒ ã‚¯ãƒ›ãƒ¼ã‚¯,Predator PokÃ©mon,4,normal,flying,85,120,70,50,60,100,"['Intimidate', 'Reckless']",1.2,24.9,3840,70,485,45,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png,398
0399,Bidoof,Bippaãƒ“ãƒƒãƒ‘,Plump Mouse PokÃ©mon,4,normal,,59,45,40,35,40,31,"['Simple', 'Unaware', 'Moody']",0.5,20,3840,70,250,255,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png,399
0400,Bibarel,Beadaruãƒ“ãƒ¼ãƒ€ãƒ«,Beaver PokÃ©mon,4,normal,water,79,85,60,55,60,71,"['Simple', 'Unaware', 'Moody']",1,31.5,3840,70,410,127,1000000,50,0,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png,400
0401,Kricketot,Korobohshiã‚³ãƒ­ãƒœãƒ¼ã‚·,Cricket PokÃ©mon,4,bug,,37,25,41,25,41,25,"['Shed Skin', 'Run Away']",0.3,2.2,3840,70,194,255,1059860,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png,401
0402,Kricketune,Korotockã‚³ãƒ­ãƒˆãƒƒã‚¯,Cricket PokÃ©mon,4,bug,,77,85,51,55,51,65,"['Swarm', 'Technician']",1,25.5,3840,70,384,45,1059860,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png,402
0403,Shinx,Kolinkã‚³ãƒªãƒ³ã‚¯,Flash PokÃ©mon,4,electric,,45,65,34,40,34,45,"['Rivalry', 'Intimidate', 'Guts']",0.5,9.5,5120,70,263,235,1059860,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png,403
0404,Luxio,Luxioãƒ«ã‚¯ã‚·ã‚ª,Spark PokÃ©mon,4,electric,,60,85,49,60,49,60,"['Rivalry', 'Intimidate', 'Guts']",0.9,30.5,5120,100,363,120,1059860,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png,404
0405,Luxray,Rentorarãƒ¬ãƒ³ãƒˆãƒ©ãƒ¼,Gleam Eyes PokÃ©mon,4,electric,,80,120,79,95,79,70,"['Rivalry', 'Intimidate', 'Guts']",1.4,42,5120,70,523,45,1059860,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png,405
0406,Budew,Subomieã‚¹ãƒœãƒŸãƒ¼,Bud PokÃ©mon,4,grass,poison,40,30,35,50,70,55,"['Natural Cure', 'Poison Point', 'Leaf Guard']",0.2,1.2,5120,70,280,255,1059860,50,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png,406
0407,Roserade,Roseradeãƒ­ã‚ºãƒ¬ã‚¤ãƒ‰,Bouquet PokÃ©mon,4,grass,poison,60,70,65,125,105,90,"['Natural Cure', 'Poison Point', 'Technician']",0.9,14.5,5120,70,515,75,1059860,50,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png,407
0408,Cranidos,Zugaidosã‚ºã‚¬ã‚¤ãƒ‰ã‚¹,Head Butt PokÃ©mon,4,rock,,67,125,40,30,30,58,"['Mold Breaker', 'Sheer Force']",0.9,31.5,7680,70,350,45,600000,88.1,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png,408
0409,Rampardos,Rampaldãƒ©ãƒ ãƒ‘ãƒ«ãƒ‰,Head Butt PokÃ©mon,4,rock,,97,165,60,65,50,58,"['Mold Breaker', 'Sheer Force']",1.6,102.5,7680,70,495,45,600000,88.1,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png,409
0410,Shieldon,Tatetopsã‚¿ãƒ†ãƒˆãƒ—ã‚¹,Shield PokÃ©mon,4,rock,steel,30,42,118,42,88,30,"['Sturdy', 'Soundproof']",0.5,57,7680,70,350,45,600000,88.1,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png,410
0411,Bastiodon,Toridepsãƒˆãƒªãƒ‡ãƒ—ã‚¹,Shield PokÃ©mon,4,rock,steel,60,52,168,47,138,30,"['Sturdy', 'Soundproof']",1.3,149.5,7680,70,495,45,600000,88.1,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png,411
0412,Burmy,MinomucchiãƒŸãƒŽãƒ ãƒƒãƒ,Bagworm PokÃ©mon,4,bug,,40,29,45,29,45,36,"['Shed Skin', 'Overcoat']",0.2,3.4,3840,70,224,120,1000000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png,412
0413,Wormadam,Minomadam (kusaki No Mino)ãƒŸãƒŽãƒžãƒ€ãƒ,Bagworm PokÃ©mon,4,bug,grass,60,69,95,69,95,36,"['Anticipation', 'Overcoat']",0.5,6.5,3840,70,424,45,1000000,0,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png,413
0414,Mothim,Gamaleã‚¬ãƒ¼ãƒ¡ã‚¤ãƒ«,Moth PokÃ©mon,4,bug,flying,70,94,50,94,50,66,"['Swarm', 'Tinted Lens']",0.9,23.3,3840,70,424,45,1000000,100,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png,414
0415,Combee,MitsuhoneyãƒŸãƒ„ãƒãƒ‹ãƒ¼,Tiny Bee PokÃ©mon,4,bug,flying,30,30,42,30,42,70,"['Honey Gather', 'Hustle']",0.3,5.5,3840,70,244,120,1059860,88.1,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png,415
0416,Vespiquen,Beequenãƒ“ãƒ¼ã‚¯ã‚¤ãƒ³,Beehive PokÃ©mon,4,bug,flying,70,80,102,80,102,40,"['Pressure', 'Unnerve']",1.2,38.5,3840,70,474,45,1059860,0,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/416.png,416
0417,Pachirisu,Pachirisuãƒ‘ãƒãƒªã‚¹,EleSquirrel PokÃ©mon,4,electric,,60,45,70,45,90,95,"['Run Away', 'Pickup', 'Volt Absorb']",0.4,3.9,2560,100,405,200,1000000,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/417.png,417
0418,Buizel,Buoyselãƒ–ã‚¤ã‚¼ãƒ«,Sea Weasel PokÃ©mon,4,water,,55,65,35,60,30,85,"['Swift Swim', 'Water Veil']",0.7,29.5,5120,70,330,190,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/418.png,418
0419,Floatzel,Floazelãƒ•ãƒ­ãƒ¼ã‚¼ãƒ«,Sea Weasel PokÃ©mon,4,water,,85,105,55,85,50,115,"['Swift Swim', 'Water Veil']",1.1,33.5,5120,70,495,75,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/419.png,419
0420,Cherubi,Cherinboãƒã‚§ãƒªãƒ³ãƒœ,Cherry PokÃ©mon,4,grass,,45,35,45,62,53,35,['Chlorophyll'],0.4,3.3,5120,70,275,190,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/420.png,420
0421,Cherrim,Cherrimãƒã‚§ãƒªãƒ,Blossom PokÃ©mon,4,grass,,70,60,70,87,78,85,['Flower Gift'],0.5,9.3,5120,70,450,75,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/421.png,421
0422,Shellos,Karanakushiã‚«ãƒ©ãƒŠã‚¯ã‚·,Sea Slug PokÃ©mon,4,water,,76,48,48,57,62,34,"['Sticky Hold', 'Storm Drain', 'Sand Force']",0.3,6.3,5120,70,325,190,1000000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/422.png,422
0423,Gastrodon,Tritodonãƒˆãƒªãƒˆãƒ‰ãƒ³,Sea Slug PokÃ©mon,4,water,ground,111,83,68,92,82,39,"['Sticky Hold', 'Storm Drain', 'Sand Force']",0.9,29.9,5120,70,475,75,1000000,50,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png,423
0424,Ambipom,Etebothã‚¨ãƒ†ãƒœãƒ¼ã‚¹,Long Tail PokÃ©mon,4,normal,,75,100,66,60,66,115,"['Technician', 'Pickup', 'Skill Link']",1.2,20.3,5120,100,482,45,800000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/424.png,424
0425,Drifloon,Fuwanteãƒ•ãƒ¯ãƒ³ãƒ†,Balloon PokÃ©mon,4,ghost,flying,90,50,34,60,44,70,"['Aftermath', 'Unburden', 'Flare Boost']",0.4,1.2,7680,70,348,125,1640000,50,0,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/425.png,425
0426,Drifblim,Fuwarideãƒ•ãƒ¯ãƒ©ã‚¤ãƒ‰,Blimp PokÃ©mon,4,ghost,flying,150,80,44,90,54,80,"['Aftermath', 'Unburden', 'Flare Boost']",1.2,15,7680,70,498,60,1640000,50,0,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/426.png,426
0427,Buneary,MimirolãƒŸãƒŸãƒ­ãƒ«,Rabbit PokÃ©mon,4,normal,,55,66,44,44,56,85,"['Run Away', 'Klutz', 'Limber']",0.4,5.5,5120,0,350,190,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/427.png,427
0428,Lopunny,MimilopãƒŸãƒŸãƒ­ãƒƒãƒ—,Rabbit PokÃ©mon,4,normal,,65,136,94,54,96,135,"['Cute Charm', 'Klutz', 'Limber']",1.2,33.3,5120,140,580,60,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png,428
0429,Mismagius,Mumargiãƒ ã‚¦ãƒžãƒ¼ã‚¸,Magical PokÃ©mon,4,ghost,,60,60,60,105,105,105,['Levitate'],0.9,4.4,6400,35,495,45,800000,50,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/429.png,429
0430,Honchkrow,Dongkarasuãƒ‰ãƒ³ã‚«ãƒ©ã‚¹,Big Boss PokÃ©mon,4,dark,flying,100,125,52,105,52,71,"['Insomnia', 'Super Luck', 'Moxie']",0.9,27.3,5120,35,505,30,1059860,50,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/430.png,430
0431,Glameow,Nyarmarãƒ‹ãƒ£ãƒ«ãƒžãƒ¼,Catty PokÃ©mon,4,normal,,49,55,42,42,37,85,"['Limber', 'Own Tempo', 'Keen Eye']",0.5,3.9,5120,70,310,190,800000,24.6,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/431.png,431
0432,Purugly,Bunyattoãƒ–ãƒ‹ãƒ£ãƒƒãƒˆ,Tiger Cat PokÃ©mon,4,normal,,71,82,64,64,59,112,"['Thick Fat', 'Own Tempo', 'Defiant']",1,43.8,5120,70,452,75,800000,24.6,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/432.png,432
0433,Chingling,Lisyanãƒªãƒ¼ã‚·ãƒ£ãƒ³,Bell PokÃ©mon,4,psychic,,45,30,50,65,50,45,['Levitate'],0.2,0.6,6400,70,285,120,800000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/433.png,433
0434,Stunky,Skunpuuã‚¹ã‚«ãƒ³ãƒ—ãƒ¼,Skunk PokÃ©mon,4,poison,dark,63,63,47,41,41,74,"['Stench', 'Aftermath', 'Keen Eye']",0.4,19.2,5120,70,329,225,1000000,50,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/434.png,434
0435,Skuntank,Skutankã‚¹ã‚«ã‚¿ãƒ³ã‚¯,Skunk PokÃ©mon,4,poison,dark,103,93,67,71,61,84,"['Stench', 'Aftermath', 'Keen Eye']",1,38,5120,70,479,60,1000000,50,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/435.png,435
0436,Bronzor,Dohmirrorãƒ‰ãƒ¼ãƒŸãƒ©ãƒ¼,Bronze PokÃ©mon,4,steel,psychic,57,24,86,24,86,23,"['Levitate', 'Heatproof', 'Heavy Metal']",0.5,60.5,5120,70,300,255,1000000,,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/436.png,436
0437,Bronzong,Dohtakunãƒ‰ãƒ¼ã‚¿ã‚¯ãƒ³,Bronze Bell PokÃ©mon,4,steel,psychic,67,89,116,79,116,33,"['Levitate', 'Heatproof', 'Heavy Metal']",1.3,187,5120,70,500,90,1000000,,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/437.png,437
0438,Bonsly,Usohachiã‚¦ã‚½ãƒãƒ,Bonsai PokÃ©mon,4,rock,,50,80,95,10,45,10,"['Sturdy', 'Rock Head', 'Rattled']",0.5,15,5120,70,290,255,1000000,50,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/438.png,438
0439,Mime Jr.,Maneneãƒžãƒãƒ,Mime PokÃ©mon,4,psychic,fairy,20,25,45,70,90,60,"['Soundproof', 'Filter', 'Technician']",0.6,13,6400,70,310,145,1000000,50,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/439.png,439
0440,Happiny,Pinpukuãƒ”ãƒ³ãƒ—ã‚¯,Playhouse PokÃ©mon,4,normal,,100,5,5,15,65,30,"['Natural Cure', 'Serene Grace', 'Friend Guard']",0.6,24.4,10240,140,220,130,800000,0,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/440.png,440
0441,Chatot,Perapãƒšãƒ©ãƒƒãƒ—,Music Note PokÃ©mon,4,normal,flying,76,65,45,92,42,91,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.9,5120,35,411,30,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/441.png,441
0442,Spiritomb,MikarugeãƒŸã‚«ãƒ«ã‚²,Forbidden PokÃ©mon,4,ghost,dark,50,92,108,92,108,35,"['Pressure', 'Infiltrator']",1,108,7680,70,485,100,1000000,50,0,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/442.png,442
0443,Gible,Fukamaruãƒ•ã‚«ãƒžãƒ«,Land Shark PokÃ©mon,4,dragon,ground,58,70,45,40,45,42,"['Sand Veil', 'Rough Skin']",0.7,20.5,10240,70,300,45,1250000,50,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/443.png,443
0444,Gabite,Gabiteã‚¬ãƒã‚¤ãƒˆ,Cave PokÃ©mon,4,dragon,ground,68,90,65,50,55,82,"['Sand Veil', 'Rough Skin']",1.4,56,10240,70,410,45,1250000,50,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/444.png,444
0445,Garchomp,Gaburiasã‚¬ãƒ–ãƒªã‚¢ã‚¹,Mach PokÃ©mon,4,dragon,ground,108,170,115,120,95,92,"['Sand Veil', 'Rough Skin']",1.9,95,10240,70,700,45,1250000,50,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/445.png,445
0446,Munchlax,Gonbeã‚´ãƒ³ãƒ™,Big Eater PokÃ©mon,4,normal,,135,85,40,40,85,5,"['Pickup', 'Thick Fat', 'Gluttony']",0.6,105,10240,70,390,50,1250000,88.1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/446.png,446
0447,Riolu,Rioluãƒªã‚ªãƒ«,Emanation PokÃ©mon,4,fighting,,40,70,40,35,40,60,"['Steadfast', 'Inner Focus', 'Prankster']",0.7,20.2,6400,70,285,75,1059860,88.1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/447.png,447
0448,Lucario,Lucarioãƒ«ã‚«ãƒªã‚ª,Aura PokÃ©mon,4,fighting,steel,70,145,88,140,70,112,"['Steadfast', 'Inner Focus', 'Justified']",1.2,54,6400,70,625,45,1059860,88.1,0,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/448.png,448
0449,Hippopotas,Hippopotasãƒ’ãƒãƒã‚¿ã‚¹,Hippo PokÃ©mon,4,ground,,68,72,78,38,42,32,"['Sand Stream', 'Sand Force']",0.8,49.5,7680,70,330,140,1250000,50,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/449.png,449
0450,Hippowdon,Kabaldonã‚«ãƒãƒ«ãƒ‰ãƒ³,Heavyweight PokÃ©mon,4,ground,,108,112,118,68,72,47,"['Sand Stream', 'Sand Force']",2,300,7680,70,525,60,1250000,50,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/450.png,450
0451,Skorupi,Scorupiã‚¹ã‚³ãƒ«ãƒ”,Scorpion PokÃ©mon,4,poison,bug,40,50,90,30,55,65,"['Battle Armor', 'Sniper', 'Keen Eye']",0.8,12,5120,70,330,120,1250000,50,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/451.png,451
0452,Drapion,Dorapionãƒ‰ãƒ©ãƒ”ã‚ªãƒ³,Ogre Scorp PokÃ©mon,4,poison,dark,70,90,110,60,75,95,"['Battle Armor', 'Sniper', 'Keen Eye']",1.3,61.5,5120,70,500,45,1250000,50,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/452.png,452
0453,Croagunk,Gureggruã‚°ãƒ¬ãƒƒã‚°ãƒ«,Toxic Mouth PokÃ©mon,4,poison,fighting,48,61,40,61,40,50,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.7,23,2560,100,300,140,1000000,50,0,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/453.png,453
0454,Toxicroak,Dokurogãƒ‰ã‚¯ãƒ­ãƒƒã‚°,Toxic Mouth PokÃ©mon,4,poison,fighting,83,106,65,86,65,85,"['Anticipation', 'Dry Skin', 'Poison Touch']",1.3,44.4,5120,70,490,75,1000000,50,0,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/454.png,454
0455,Carnivine,Muskippaãƒžã‚¹ã‚­ãƒƒãƒ‘,Bug Catcher PokÃ©mon,4,grass,,74,100,72,90,72,46,['Levitate'],1.4,27,6400,70,454,200,1250000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/455.png,455
